path,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
"[12, 11, 10, 9, 14, 21]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[12, 23, 22]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[12, 11, 10, 13, 22]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[12, 23]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[12, 11, 10, 13, 22, 23]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[13, 10, 3, 2, 0]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[13, 14, 9, 10, 3, 2, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[13, 10, 3, 2, 0, 1]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09999999999998975,0.1
"[13, 14, 9, 8, 4, 5, 1]",6.171428847282966e-43,1.0794437759334484e-68,1.5439525277372762e-82,2.4835618174161482e-93,5.706626657081025e-38,8.083643453889262e-45,4.8418061472368123e-54,1.3834988565088336e-79,1.0258723448706446e-14,6.631688776544068e-101
"[13, 10, 3, 2]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[13, 14, 9, 10, 3, 2]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[13, 10, 3]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[13, 14, 9, 8, 4, 3]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82628e-318,0.0
"[13, 10, 3, 4]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[13, 14, 9, 8, 4]",1.4511265402959528e-172,7.873129670611943e-198,4.314971140033422e-212,7.581540550112671e-223,2.559105186859329e-167,5.22498451388022e-174,1.8723149858082115e-183,1.2604690089849473e-209,5.553797438822509e-144,1.9219619285300624e-229
"[13, 10, 3, 4, 5]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[13, 14, 9, 8, 4, 5]",1.4511265402959528e-172,7.873129670611943e-198,4.314971140033422e-212,7.581540550110946e-223,2.559105186859911e-167,5.22498451388022e-174,1.8723149858082115e-183,1.2604690089849473e-209,5.553797438822509e-144,1.9219619285300624e-229
"[13, 10, 3, 4, 5, 7, 6]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[13, 14, 9, 8, 7, 6]",6.702620902207961e-141,1.1768477492897526e-164,1.3732148664153023e-188,1.727421852996151e-189,4.270026600672908e-134,3.574702733532554e-144,5.909982652038865e-154,3.459749114232254e-188,4.6849939299935e-112,2.325092009230003e-202
"[13, 10, 9, 8, 7]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[13, 14, 9, 8, 7]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[13, 10, 9, 8]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[13, 14, 9, 8]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[13, 10, 9]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[13, 14, 9]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[13, 10]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[13, 14, 9, 10]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[13, 10, 11]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[13, 14, 9, 10, 11]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[13, 10, 11, 12]",9.684471597814808e-178,2.0802591586176708e-180,3.5155102345538034e-201,2.8158968373163436e-178,2.3507453902056566e-177,3.987886969320761e-180,5.754997471608656e-228,6.594732961987653e-165,2.6233592428961785e-188,1.3934443902137221e-201
"[13, 22, 23, 12]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[13, 14]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[13, 10, 9, 14]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[13, 10, 9, 15]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[13, 14, 9, 15]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[13, 10, 9, 16]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[13, 14, 9, 16]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[13, 10, 9, 15, 17]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[13, 14, 9, 15, 17]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[13, 14, 18]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[13, 10, 9, 14, 18]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[13, 14, 18, 19]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[13, 22, 21, 19]",6.626338259273244e-152,2.1695292035404074e-170,5.063390112173674e-148,2.2949480917558106e-152,4.2583245001220883e-156,4.346098356358765e-168,2.5154122037591223e-116,2.810835494030512e-77,4.521679208321417e-148,8.088480446561932e-73
"[13, 14, 18, 19, 20]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[13, 22, 21, 20]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[13, 14, 21]",0.05994538706585228,0.03356060463445567,0.03770146603012912,0.026428110324907203,0.03505927333222169,0.0273794190491033,0.030814564541575246,0.04465086339074309,0.029521687607023145,0.0424691797713979
"[13, 22, 21]",0.04005461293414772,0.06643939536554433,0.062298533969870895,0.0735718896750928,0.06494072666777832,0.0726205809508967,0.06918543545842476,0.055349136609256916,0.07047831239297685,0.05753082022860211
"[13, 22]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[13, 14, 21, 22]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[13, 22, 23]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[13, 10, 11, 12, 23]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[14, 9, 10, 3, 2, 0]",4.965153464262992e-122,1.3949341317875434e-122,1.7261517484126175e-135,1.6146439403256944e-120,7.935496705249663e-118,3.059019016600487e-115,1.1819438031322876e-130,1.1057384551183874e-116,4.1360151586692816e-128,4.63127791675252e-138
"[14, 13, 10, 3, 2, 0]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[14, 9, 8, 4, 5, 1]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[14, 13, 10, 3, 2, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[14, 9, 10, 3, 2]",4.965153464262992e-122,1.3949341317875434e-122,1.7261517484134026e-135,1.6146439403249604e-120,7.935496705253272e-118,3.059019016600487e-115,1.1819438031322876e-130,1.1057384551183874e-116,4.1360151586692816e-128,4.6312779167504146e-138
"[14, 13, 10, 3, 2]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[14, 9, 10, 3]",4.965153464262992e-122,1.3949341317875434e-122,1.7261517484126175e-135,1.6146439403249604e-120,7.935496705255077e-118,3.059019016600487e-115,1.1819438031322876e-130,1.1057384551183874e-116,4.136015158670222e-128,4.63127791675252e-138
"[14, 13, 10, 3]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[14, 9, 8, 4]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[14, 13, 10, 3, 4]",1.3528400841528485e-265,1.9880666013165692e-240,6.7060102066181616e-226,1.5789028410360408e-215,4.1499224031689434e-271,3.2259693750240582e-264,6.120243650575062e-255,2.1939424637921614e-228,2.1517105470719083e-294,9.54291956935976e-209
"[14, 9, 8, 4, 5]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[14, 13, 10, 3, 4, 5]",1.3528400841528485e-265,1.9880666013170216e-240,6.706010206619686e-226,1.5789028410360408e-215,4.1499224031698875e-271,3.225969375023324e-264,6.120243650575062e-255,2.1939424637921614e-228,2.1517105470723974e-294,9.54291956935759e-209
"[14, 9, 8, 7, 6]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[14, 18, 19, 17, 6]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[14, 9, 8, 7]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[14, 13, 10, 9, 8, 7]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[14, 9, 8]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[14, 13, 10, 9, 8]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[14, 9]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[14, 13, 10, 9]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[14, 9, 10]",4.965153464262428e-122,1.3949341317873848e-122,1.7261517484128136e-135,1.6146439403253274e-120,7.935496705254173e-118,3.059019016600835e-115,1.1819438031326906e-130,1.1057384551188902e-116,4.1360151586697516e-128,4.63127791675252e-138
"[14, 13, 10]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[14, 9, 10, 11]",4.965153464261863e-122,1.3949341317869092e-122,1.72615174841301e-135,1.6146439403249604e-120,7.935496705255077e-118,3.059019016601878e-115,1.1819438031328252e-130,1.1057384551186388e-116,4.1360151586692816e-128,4.63127791675252e-138
"[14, 13, 10, 11]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[14, 9, 10, 11, 12]",4.965153464262992e-122,1.3949341317865919e-122,1.7261517484126175e-135,1.6146439403253274e-120,7.935496705255077e-118,3.0590190166011824e-115,1.1819438031325563e-130,1.1057384551183874e-116,4.136015158670222e-128,4.631277916751467e-138
"[14, 13, 10, 11, 12]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[14, 13]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[14, 9, 10, 13]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[14, 9, 15]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[14, 18, 16, 15]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[14, 9, 16]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[14, 18, 16]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[14, 9, 15, 17]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[14, 18, 19, 17]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[14, 18]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[14, 9, 16, 18]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[14, 18, 19]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[14, 21, 19]",9.916920491392528e-152,1.0958966655601632e-170,3.064233107054013e-148,8.243792789164227e-153,2.2989234991291188e-156,1.6385664582852093e-168,1.1203417480540905e-116,2.26753729771466e-77,1.8940237998742e-148,5.97090618206858e-73
"[14, 21, 20]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[14, 18, 19, 20]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[14, 21]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[14, 18, 19, 21]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[14, 13, 22]",5.007158533359434e-85,1.153324396026887e-79,1.9173446168067636e-85,5.1157214091875844e-85,1.9127907679100847e-86,3.357236253921924e-83,2.046292780238658e-80,9.447711836855599e-74,1.0969501787658503e-78,7.261675400428033e-77
"[14, 21, 22]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[14, 13, 22, 23]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[14, 18, 19, 20, 23]",1.7638960541256593e-246,7.03079375531962e-242,7.126964178019191e-253,4.880252517642338e-243,1.4388767712373658e-251,3.7116039785956877e-243,2.472585744480333e-252,2.599697821561432e-243,1.6961448504942876e-254,8.231369371981967e-245
"[15, 7, 5, 1, 0]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[15, 9, 8, 4, 5, 1, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[15, 7, 5, 1]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[15, 9, 8, 4, 5, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[15, 9, 10, 3, 2]",2.3811781755462745e-45,5.778247502984883e-18,2.2276340802824837e-23,0.09999999999998983,3.833528829535355e-44,8.310659954706952e-34,1.457825861578148e-41,0.03607327145574803,4.272734674584707e-79,0.046305835259529665
"[15, 7, 5, 1, 0, 2]",0.1,0.1,0.1,1.0160223561318056e-14,0.1,0.1,0.1,0.06392672854425197,0.1,0.05369416474047033
"[15, 9, 10, 3]",3.1765692774085913e-260,3.7005084575574138e-233,1.328502589700304e-237,5.4412715565495234e-204,6.426801262725468e-259,1.659927221435426e-248,4.881677024369896e-257,3.6915790615016763e-216,2.511486652253199e-294,4.892984592871738e-218
"[15, 7, 5, 4, 3]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[15, 7, 5, 4]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[15, 9, 8, 4]",2.571520736636468e-50,4.6392479544850477e-48,5.758585617895703e-54,8.773807654109132e-46,4.738451312404536e-48,7.091556674267291e-47,1.8802327690975515e-49,1.3618583042050598e-48,9.279867396343391e-50,4.8784730475264045e-49
"[15, 7, 5]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[15, 9, 8, 4, 5]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[15, 7, 6]",2.264831948240615e-132,2.028208773455377e-132,1.915680638115341e-132,1.9473722267323373e-132,1.4452629889636123e-132,1.2622304919171475e-132,1.836145521097196e-132,2.4178473889621796e-132,2.0522470087592783e-132,1.8820554810816797e-132
"[15, 17, 6]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[15, 7]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[15, 9, 8, 7]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[15, 7, 8]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[15, 9, 8]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[15, 9]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[15, 16, 9]",6e-323,1.26081156277e-313,3.79902658443051e-309,2.052167358637034e-303,2.27943757e-316,3.93508e-318,3.70897979e-315,8.863413879686102e-300,6.321716583452794e-299,1.0811475106644663e-301
"[15, 9, 10]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[15, 16, 9, 10]",6e-323,1.26081156277e-313,3.79902658443008e-309,2.052167358636334e-303,2.27943757e-316,3.93508e-318,3.70897979e-315,8.863413879686102e-300,6.321716583452076e-299,1.0811475106643434e-301
"[15, 9, 10, 11]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[15, 16, 9, 10, 11]",6e-323,1.26081156277e-313,3.79902658443051e-309,2.052167358637034e-303,2.27943757e-316,3.93508e-318,3.70897979e-315,8.863413879682072e-300,6.321716583454232e-299,1.0811475106640974e-301
"[15, 9, 10, 11, 12]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[15, 16, 9, 10, 11, 12]",6e-323,1.26081156277e-313,3.79902658443051e-309,2.052167358637034e-303,2.27943757e-316,3.93508e-318,3.70897979e-315,8.863413879682072e-300,6.321716583454232e-299,1.0811475106640974e-301
"[15, 9, 10, 13]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[15, 16, 9, 10, 13]",6e-323,1.26081156277e-313,3.79902658443051e-309,2.0521673586351674e-303,2.27943757e-316,3.93508e-318,3.70897979e-315,8.863413879692148e-300,6.321716583447046e-299,1.0811475106640974e-301
"[15, 9, 14]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[15, 7, 8, 9, 14]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[15, 16]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[15, 9, 16]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[15, 17]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[15, 7, 6, 17]",2.872907502987786e-306,2.856293907438224e-306,2.622046100762283e-306,2.73179052536901e-306,1.4492278657672627e-306,1.6473501191349415e-306,2.122038957218297e-306,3.225688694764658e-306,2.775433884637275e-306,2.6686255711567118e-306
"[15, 16, 18]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[15, 9, 14, 18]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[15, 17, 19]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[15, 7, 6, 17, 19]",2.872907502987786e-306,2.8562939074379e-306,2.6220461007625808e-306,2.73179052536901e-306,1.4492278657670983e-306,1.6473501191351287e-306,2.122038957218297e-306,3.225688694764658e-306,2.7754338846369594e-306,2.6686255711567118e-306
"[15, 17, 19, 20]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[15, 9, 14, 21, 20]",8.999256413684364e-102,5.265910581632227e-100,1.0400623290513923e-105,2.2942398595124348e-97,2.2064204402275158e-101,1.6786480737816062e-97,1.2170775064365037e-102,2.1427324540115195e-107,4.008041067018016e-99,2.850373244681287e-109
"[15, 9, 14, 21]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[15, 16, 9, 14, 21]",6e-323,1.26081156277e-313,3.79902658443051e-309,2.052167358637034e-303,2.27943757e-316,3.93508e-318,3.70897979e-315,8.863413879684087e-300,6.321716583451358e-299,1.0811475106645892e-301
"[15, 9, 10, 13, 22]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[15, 17, 19, 21, 22]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[15, 17, 19, 20, 23]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[15, 9, 10, 11, 12, 23]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[16, 15, 7, 5, 1, 0]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[16, 9, 8, 4, 5, 1, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[16, 15, 7, 5, 1]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[16, 9, 8, 4, 5, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[16, 9, 10, 3, 2]",6.408442355720544e-70,2.3989973953986196e-76,3.7542233584535536e-66,3.16008064784819e-79,7.263626748385214e-75,6.280483093542488e-76,6.7434983450706305e-84,7.763036057608465e-72,2.34397780948696e-71,1.431397711451146e-72
"[16, 15, 9, 10, 3, 2]",586.5631440887785,58.40456770506674,598.9880330706753,27.56764534898838,221.69143182263218,198.23730042131604,1e-07,563.4669739411902,395.86258195362893,423.92058422868956
"[16, 9, 10, 3]",0.0,1.5200027155685e-310,8.326536055235854e-306,6.237332469952834e-284,0.0,0.0,0.0,5.085987766683375e-290,0.0,1.6521507114696832e-292
"[16, 15, 7, 5, 4, 3]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[16, 9, 8, 4]",2.8094916247892675e-122,1.9055947499890418e-125,3.6092568540193e-122,1.0057420365321012e-125,1.5525336913455021e-124,2.2467215657676878e-124,1.267934656675114e-125,1.876268816067013e-122,5.4947863838677686e-123,1.6472507859722858e-123
"[16, 15, 7, 5, 4]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[16, 15, 7, 5]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[16, 9, 8, 4, 5]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[16, 9, 8, 7, 6]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[16, 15, 7, 6]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[16, 15, 7]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[16, 9, 8, 7]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[16, 9, 8]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[16, 15, 7, 8]",4.237897608817764e-276,4.148518870463786e-271,5.444977780083217e-271,1.4739816903109813e-270,6.163531893601363e-270,6.620132809527153e-269,1.5925059987031004e-270,1.3147079082775078e-273,1.1474380886489759e-272,1.5877458940152818e-275
"[16, 9]",1.0925409174277413e-73,4.107550983876606e-79,6.267609954087616e-70,1.146300530148032e-81,3.276458042906716e-78,3.1681641548751735e-79,6.743498345070632e-78,1.3777268973385866e-75,5.921190626098458e-75,3.3765704348976826e-76
"[16, 15, 9]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[16, 9, 10]",1.0925409174277413e-73,4.1075509838761384e-79,6.267609954086904e-70,1.1463005301481623e-81,3.2764580429055986e-78,3.168164154874814e-79,6.743498345070632e-78,1.3777268973384302e-75,5.921190626099804e-75,3.376570434896915e-76
"[16, 15, 9, 10]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[16, 9, 10, 11]",1.092540917427493e-73,4.107550983875204e-79,6.267609954086904e-70,1.1463005301484228e-81,3.2764580429055986e-78,3.1681641548755337e-79,6.743498345070632e-78,1.3777268973381168e-75,5.921190626099804e-75,3.3765704348961473e-76
"[16, 15, 9, 10, 11]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[16, 9, 10, 11, 12]",1.0925409174272445e-73,4.107550983875204e-79,6.267609954085479e-70,1.1463005301481623e-81,3.2764580429055986e-78,3.1681641548762546e-79,6.743498345070632e-78,1.3777268973381168e-75,5.92119062610115e-75,3.3765704348976826e-76
"[16, 15, 9, 10, 11, 12]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[16, 9, 10, 13]",1.0925409174277413e-73,4.107550983875204e-79,6.267609954085479e-70,1.1463005301481623e-81,3.276458042902619e-78,3.168164154874814e-79,6.743498345070632e-78,1.3777268973387434e-75,5.921190626103843e-75,3.3765704348976826e-76
"[16, 15, 9, 10, 13]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[16, 9, 14]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[16, 18, 14]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[16, 15]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[16, 9, 15]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[16, 15, 17]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[16, 9, 15, 17]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[16, 18]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[16, 9, 14, 18]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[16, 18, 19]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[16, 15, 17, 19]",9.978266399616444e-124,3.828260933238617e-125,2.31142268348242e-119,5.5931775116532166e-123,2.339049899872706e-118,6.408441133259879e-122,1.933633682375244e-114,2.0466471271876535e-120,7.062123763674135e-119,2.7109917634205513e-120
"[16, 18, 19, 20]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[16, 15, 17, 19, 20]",9.978266399617579e-124,3.8282609332390525e-125,2.311422683482683e-119,5.593177511653852e-123,2.339049899872706e-118,6.408441133260608e-122,1.933633682375024e-114,2.046647127187886e-120,7.062123763674135e-119,2.7109917634211677e-120
"[16, 9, 14, 21]",1.0925409174277413e-73,4.1075509838770727e-79,6.267609954085479e-70,1.1463005301479015e-81,3.2764580429063436e-78,3.1681641548755337e-79,6.743498345070632e-78,1.3777268973384302e-75,5.921190626097111e-75,3.37657043489845e-76
"[16, 15, 9, 14, 21]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[16, 9, 10, 13, 22]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[16, 18, 14, 13, 22]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[16, 18, 19, 20, 23]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[16, 9, 10, 11, 12, 23]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[17, 6, 7, 5, 1, 0]",471.2010409191513,214.060977853836,287.5961123709104,302.09709381909204,540.8762646540854,437.64571361648314,337.3111855067164,1e-07,151.52688755419194,438.44192786598273
"[17, 15, 7, 5, 1, 0]",2.0499729209456777e-128,5.04186029603009e-129,9.195467814221215e-129,1.5496115486932272e-128,1.7157762793862116e-128,1.410433118079336e-128,6.334990471398905e-129,2.7201179459717125e-138,3.861403773184581e-129,1.5343784483784836e-128
"[17, 15, 9, 10, 3]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[17, 6, 7, 5, 4, 3]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[17, 6, 7, 5]",372.3026336664514,40.64263887062981,266.3097346228056,336.65742302669753,294.4143190978732,1e-07,1e-07,310.5975823928905,230.51217130748296,441.53527947990574
